file	line_no	token	context
1_veda/2_bra/pncvbr1u.txt	1747	kḷptān	kḷptān imāl lokān upāste ya evaṃv veda
1_veda/2_bra/pncvbr1u.txt	2655	upakḷptam	... yad gaurīvitenāhīnāñ chavastanavad bhavaty api prajāyā upakḷptam
1_veda/2_bra/pncvbr1u.txt	2813	kḷptiś	āmahīyavaṃ bhavati kḷptiś cānnādyañ ca samānaṃ vadantīṣu kriyata idam ittham asad...
1_veda/2_bra/pncvbr1u.txt	3275	upakḷptaḥ	...d gaurīvitena ṣoḍaśinaṃ śvastanavān bhavaty api prajāyā upakḷptaḥ
1_veda/2_bra/pncvbr1u.txt	3755	kḷpta	kḷpta upariṣṭād ṛk sāma ca vimucyete abhy u svareṇa saptamam a...
1_veda/2_bra/pncvbr1u.txt	4411	kḷptiś	āmahīyavaṃ bhavati kḷptiś cānnādyaṃ ca kḷptiṃ caivaitenānnādyaṃ cābhyuttiṣṭhanti
1_veda/2_bra/pncvbr1u.txt	4411	kḷptiṃ	āmahīyavaṃ bhavati kḷptiś cānnādyaṃ ca kḷptiṃ caivaitenānnādyaṃ cābhyuttiṣṭhanti
1_veda/2_bra/pncvbr1u.txt	4501	kḷptyai	virāṭsu vāmadevyam agniṣṭomasāma bhavati śāntyai kḷptyai
1_veda/2_bra/pncvbr1u.txt	5349	kḷptyai	pavamānasya te kava iti prāṇānāṃ kḷptyai
1_veda/2_bra/pncvbr1u.txt	6025	akḷptaḥ	prajāyās tv akḷptaḥ parāṅ hy evaitena svargaṃ lokam ākramate tad yad ekaviṃ...
1_veda/2_bra/pncvbr1u.txt	6311	akḷptasya	atha yat jyotiṣṭomo 'tirātro bhavaty akḷptasya kḷptyai
1_veda/2_bra/pncvbr1u.txt	6311	kḷptyai	atha yat jyotiṣṭomo 'tirātro bhavaty akḷptasya kḷptyai
1_veda/2_bra/pncvbr1u.txt	6329	akḷptasya	atha yat jyotiṣṭhomo 'tirātro bhavaty akḷptasya kḷptyai
1_veda/2_bra/pncvbr1u.txt	6329	kḷptyai	atha yat jyotiṣṭhomo 'tirātro bhavaty akḷptasya kḷptyai
1_veda/2_bra/pncvbr1u.txt	6613	kḷpta	...aḥ ṣaḍahas trayastriṃśam ahar aniruktam upahavyasya tantre kḷpta tasya kaṇvarathantaraṃ madhyandine 'tha trayastriṃśa nir...
1_veda/2_bra/pncvbr1u.txt	6633	akḷptasya	... etā rātrayo yat jyotir agniṣṭoma utthānīyam ahar bhavaty akḷptasya kḷptyai
1_veda/2_bra/pncvbr1u.txt	6633	kḷptyai	...ayo yat jyotir agniṣṭoma utthānīyam ahar bhavaty akḷptasya kḷptyai
1_veda/2_bra/pncvbr1u.txt	6637	kḷptādvai	kḷptādvai yoneḥ prajāḥ paśavaḥ prajāyante yat kḷptau ṣaḍahāv u...
1_veda/2_bra/pncvbr1u.txt	6637	kḷptau	kḷptādvai yoneḥ prajāḥ paśavaḥ prajāyante yat kḷptau ṣaḍahāv upayanti kḷptādeva yoneḥ prajayā paśubhiḥ prajā...
1_veda/2_bra/pncvbr1u.txt	6637	kḷptādeva	...oneḥ prajāḥ paśavaḥ prajāyante yat kḷptau ṣaḍahāv upayanti kḷptādeva yoneḥ prajayā paśubhiḥ prajāyante
1_veda/2_bra/pncvbr1u.txt	6657	kḷptau	yat kḷptau ṣaḍahāv upayanti kḷptyā eva
1_veda/2_bra/pncvbr1u.txt	6657	kḷptyā	yat kḷptau ṣaḍahāv upayanti kḷptyā eva
1_veda/2_bra/pncvbr1u.txt	6855	kḷptān	...tiṣṭhanti ṣaḍ vā ṛtava ṛtuṣv evaitābhiḥ pratitiṣṭhanti yat kḷptān ṣaḍahān upayanti kḷptyā eva
1_veda/2_bra/pncvbr1u.txt	6855	kḷptyā	...tuṣv evaitābhiḥ pratitiṣṭhanti yat kḷptān ṣaḍahān upayanti kḷptyā eva
1_veda/2_bra/pncvbr1u.txt	6859	kḷptau	yat kḷptau ṣaḍahāv upayanti kḷptyā eva
1_veda/2_bra/pncvbr1u.txt	6859	kḷptyā	yat kḷptau ṣaḍahāv upayanti kḷptyā eva
1_veda/2_bra/pncvbr1u.txt	6869	kḷptān	yat kḷptān ṣaḍahān upayanti kḷptyā evāthaitāni dvādaśāhasya daśāhā...
1_veda/2_bra/pncvbr1u.txt	6869	kḷptyā	yat kḷptān ṣaḍahān upayanti kḷptyā evāthaitāni dvādaśāhasya daśāhāni vācam avicchinnām upa...
1_veda/4_upa/chup___u.txt	4029	samakḷpatāṃ	samakḷpatāṃ dyāvāpṛthivī |
1_veda/4_upa/chup___u.txt	4035	saṃkḷptyai	teṣāṃ saṃkḷptyai varṣaṃ saṃkalpate |
1_veda/4_upa/chup___u.txt	4037	saṃkḷptyā	varṣasya saṃkḷptyā annaṃ saṃkalpate |
1_veda/4_upa/chup___u.txt	4039	saṃkḷptyai	annasya saṃkḷptyai prāṇāḥ saṃkalpante |
1_veda/4_upa/chup___u.txt	4041	saṃkḷptyai	prāṇānāṃ saṃkḷptyai mantrāḥ saṃkalpante |
1_veda/4_upa/chup___u.txt	4043	saṃkḷptyai	mantrāṇāṃ saṃkḷptyai karmāṇi saṃkalpante |
1_veda/4_upa/chup___u.txt	4045	saṃkḷptyai	karmaṇāṃ saṃkḷptyai lokaḥ saṃkalpate |
1_veda/4_upa/chup___u.txt	4047	saṃkḷptyai	lokasya saṃkḷptyai sarvaṃ saṃkalpate |
1_veda/4_upa/chup___u.txt	4055	kḷptān	kḷptān vai sa lokān dhruvān dhruvaḥ pratiṣṭhitān pratiṣṭhito '...
1_veda/4_upa/kathop_u.txt	487	manasābhikḷpto	hṛdā manīṣā manasābhikḷpto ya etad vidur amṛtās te bhavanti ||
1_veda/4_upa/svetu_pu.txt	191	manasābhikḷpto	hṛdā manīṣā manasābhikḷpto ya etad vidur amṛtās te bhavanti ||
1_veda/4_upa/svetu_pu.txt	293	manasābhikḷpto	hṛdā manīṣā manasābhikḷpto ya etad vidur amṛtās te bhavanti ||
1_veda/5_vedang/1_srauta/apsulb_u.txt	427	kḷptiḥ	...maḥ | caturviṃśatyaṅgulayo 'ratniḥ | tadardhaṃ prādeśa iti kḷptiḥ ||
1_veda/5_vedang/1_srauta/vaitss_u.txt	953	kḷptam	...yoniṃ yad vā sthānāt pracyuto yadi vāsuto 'si | tvayā soma kḷptam asmākam etad upa no rājan sukṛte hvayasva | saṃ prāṇāpā...
1_veda/5_vedang/1_srauta/vaitss_u.txt	1827	kāmakḷptī	sarvatra kāmakḷptī sāmavedāt ||
1_veda/5_vedang/2_grhya/jaimigsu.txt	3	prokṣitamupakḷptaṃ	...e 'śvinorbāhubhyāṃ pūṣṇo hastābhyāṃ prokṣāmiti prokṣitamupakḷptaṃ bhavati sakṛdyajuṣādvistūṣaṇiṃ khādiraḥ pālāśo vedhmast...
1_veda/5_vedang/2_grhya/jaimigsu.txt	117	upakḷpta	...sī trivṛtaṃ maṇiṃ vaiṇavaṃ daṇḍaṃ śukle upānahau nāpita upakḷpta uttarata upatiṣṭhatyerakāmāstīryāhatena vāsasodagdaśena ...
1_veda/5_vedang/2_grhya/kaussu_u.txt	5567	upakḷptā	...sāne vāgniśaraṇe samajyāyāṃ vāvadīryeta catasro dhenava upakḷptā bhavanti śvetā kṛṣṇā rohiṇī surūpā caturthī
1_veda/5_vedang/2_grhya/kaussu_u.txt	5639	upakḷptā	śvo bhūte sapta dhenava upakḷptā bhavanti śvetā kṛṣṇā rohiṇī nīlā pāṭalā surūpā bahurūpā ...
1_veda/5_vedang/2_paris/avpari_u.txt	1197	kḷptakeśaśmaśrū	ṛtvigyajamānau kḷptakeśaśmaśrū romanakhāni vāpayitvā
2_epic/mbh/ext/hv_conpu.txt	11995	kḷptaratnasamākīrṇāṃ	kḷptaratnasamākīrṇāṃ sarvartukusumotkaṭām |
2_epic/mbh/ext/hv_conpu.txt	19751	ratnaughakḷptāni	tāni ratnaughakḷptāni sasānupragrahāṇi ca |
2_epic/mbh/mbh_01_u.txt	9641	kḷptaṃ	śayanaṃ tatra vai kḷptaṃ spardhyāstaraṇasaṃvṛtam
2_epic/mbh/mbh_01_u.txt	23261	sūtopakḷptān	sūtopakḷptān rucirān sadaśvodyatadhūrgatān
2_epic/mbh/mbh_01_u.txt	39077	kḷptaḥ	rātrāv ahani saṃdhau ca kasya kḷptaḥ parigrahaḥ
2_epic/mbh/mbh_01_u.txt	43385	kḷptāny	anyeṣu śilpeṣu ca yāny api syuḥ | sarvāṇi kḷptāny akhilena tatra
2_epic/mbh/mbh_01_u.txt	50199	kḷptānāṃ	kḷptānāṃ paṭughaṇṭānāṃ varāṇāṃ hemamālinām
2_epic/mbh/mbh_03_u.txt	3535	kḷptena	kḷptena caturaṅgeṇa balena jitakāśinā
2_epic/mbh/mbh_03_u.txt	52209	kḷptam	tatrāgniśaraṇe kḷptam āsanaṃ tasya bhānumat
2_epic/mbh/mbh_04_u.txt	9859	kḷptottaroṣṭhaṃ	kḷptottaroṣṭhaṃ sunasaṃ kḷptakeśam alaṃkṛtam
2_epic/mbh/mbh_04_u.txt	9859	kḷptakeśam	kḷptottaroṣṭhaṃ sunasaṃ kḷptakeśam alaṃkṛtam
2_epic/mbh/mbh_05_u.txt	10339	kḷptaḥ	bhīṣmaḥ śāṃtanavo rājan bhāgaḥ kḷptaḥ śikhaṇḍinaḥ
2_epic/mbh/mbh_06_u.txt	18385	kḷptā	tena māyāmayāḥ kḷptā hayās tāvanta eva hi
2_epic/mbh/mbh_06_u.txt	19921	kḷptaśmaśrubhir	kḷptaśmaśrubhir atyarthaṃ vīrāṇāṃ samalaṃkṛtaiḥ
2_epic/mbh/mbh_07_u.txt	10417	kḷptair	havirbhis tarpitā yena samyak kḷptair divaukasaḥ
2_epic/mbh/mbh_07_u.txt	13991	kḷptaḥ	babhau rathavaraḥ kḷptaḥ śiśur divasakṛd yathā
2_epic/mbh/mbh_07_u.txt	30009	kḷptayantrapatākinam	hemakakṣyādhvajopetaṃ kḷptayantrapatākinam
2_epic/mbh/mbh_08_u.txt	3505	kḷptaśmaśrubhir	kḷptaśmaśrubhir atyarthaṃ vīrāṇāṃ samalaṃkṛtaiḥ
2_epic/mbh/mbh_08_u.txt	6145	kḷptaṃ	rathaṃ paśya ca me kḷptaṃ sadaśvair vātavegitaiḥ
2_epic/mbh/mbh_08_u.txt	6791	kḷptaṃ	kḷptaṃ tu taṃ rathaṃ dṛṣṭvā vismitā devatābhavan
2_epic/mbh/mbh_08_u.txt	6977	kḷptā	yajñāḥ sarve pṛthak kḷptā rathāṅgāni ca bhāgaśaḥ
2_epic/mbh/mbh_08_u.txt	6989	kḷptaṃ	kḷptaṃ tu taṃ rathaṃ dṛṣṭvā vismitā devatābhavan
2_epic/mbh/mbh_09_u.txt	3907	kḷptāṃ	tvaṣṭrā prayatnān niyamena kḷptāṃ | brahmadviṣām antakarīm amoghām
2_epic/mbh/mbh_09_u.txt	8747	kḷptam	bubhukṣitānām arthāya kḷptam annaṃ samantataḥ
2_epic/mbh/mbh_09_u.txt	8763	kḷptāni	pūjārthaṃ tatra kḷptāni viprāṇāṃ sukham icchatām
2_epic/mbh/mbh_09_u.txt	8767	kḷptam	tatra tatra tu tasyaiva sarvaṃ kḷptam adṛśyata
2_epic/mbh/mbh_12_u.txt	42807	prakḷptāni	prajñāvadbhiḥ prakḷptāni yānāsanagṛhāṇi ca
2_epic/mbh/mbh_13_u.txt	16989	kḷptam	kḷptam eva tu tatrāsīt snānīyaṃ pārthivocitam
2_epic/mbh/mbh_13_u.txt	17259	parikḷptā	tatra tatra parikḷptā dadarśa sa mahīpatiḥ
2_epic/mbh/mbh_13_u.txt	20709	kḷptaḥ	satām arthe samyag utpādito yaḥ | sa vai kḷptaḥ samyag iṣṭaḥ prajābhyaḥ
2_epic/mbh/mbh_14_u.txt	1357	kḷptasthūṇāḥ	kḷptasthūṇāḥ kurutārohaṇāni | gandharvāṇām apsarasāṃ ca śīghra...
2_epic/mbh/mbh_14_u.txt	3445	kḷptaṃ	akrāntasalilaṃ gāhe kḷptaṃ saṃtarati svayam
2_epic/mbh/mbh_14_u.txt	5795	asaṃkḷptam	ayācitam asaṃkḷptam upapannaṃ yadṛcchayā
2_epic/mbh/mbh_14_u.txt	11265	upakḷptān	upakḷptān yathākālaṃ vidhivad bhūrivarcasaḥ
2_epic/mbh/mbh_16_u.txt	135	prakḷptaṃ	jajñe sāve va | rakāś cūrṇaṃ prakḷptaṃ tair mahodadhau
2_epic/ramayana/ram_02_u.txt	9447	kḷptasarvāsanaṃ	kḷptasarvāsanaṃ śrīmat svāstīrṇaśayanottamam
2_epic/ramayana/ram_06_u.txt	7685	kḷptam	tatra kḷptam idaṃ rājñā hṛdi kāryaṃ mataṃ ca naḥ
3_purana/agp_bi_u.txt	4148	hṛdayādiprakḷptaye	vyañjanānāṃ kramo hy eṣa hṛdayādiprakḷptaye |
3_purana/agp_bi_u.txt	26262	ḷ	ḷ sthāṇurdakṣagaṇḍe syādvāmagaṇḍe haraś ca ḹ
3_purana/agp_bi_u.txt	26403	ḷ	ṛ khaḍginī u balitā ḷ kulā ḹ tathā yadi |
3_purana/agp_bi_u.txt	51307	ḷ	oṃ chaṃ nityaklinne madadrave oṃ oṃ | a ā i ī u ū ṛ ṝ ḷ ḹ e ai
3_purana/agp_bi_u.txt	53495	ḷkāraḥ	duṣpṛṣṭaśceti vijñeyā ḷkāraḥ pluta eva ca
3_purana/agp_bi_u.txt	53687	sukḷptārtho	adbhuto 'nte sukḷptārtho nodāttā sā kathānikā ||
3_purana/agp_bi_u.txt	55366	ḷ	ṛ śabde cāditau ṛsyāt ḷ ḹ te vai ditau guhe |
3_purana/agp_bi_u.txt	55507	ḷ	a i u ṇa ṛ ḷ ka e ṅa ai au ca ha ya va ra ṭa ṇa na ña ma ṅa ṇa
3_purana/agp_bi_u.txt	56479	ḷṅbhavet	liṅāśiṣi ca śeṣe 'rthe laḍbhaviṣyati ḷṅbhavet
3_purana/agp_bi_u.txt	56577	ḷṅ	yakṣīvahyedhisīmahi liṅi cāyakṣyateti ḷṅ |
3_purana/agp_bi_u.txt	56583	ḷṭi	ḷṭi syādbhaviṣyatīti edhiṣyāmaha īdṛśam
3_purana/bhagp/bhp_01u.txt	2531	patnyāstavādhimakhakḷptamahābhiṣeka	patnyāstavādhimakhakḷptamahābhiṣeka ślāghiṣṭhacārukabaraṃ kitavaiḥ sabhāyām
3_purana/bhagp/bhp_02u.txt	701	kḷptam	tatkaṭyāṃ cātalaṃ kḷptam ūrubhyāṃ vitalaṃ vibhoḥ
3_purana/bhagp/bhp_03u.txt	637	acīkḷpad	acīkḷpad yatra hi sarva sattva nikāya bhedo 'dhikṛtaḥ pratītaḥ
3_purana/bhagp/bhp_03u.txt	1083	cakḷpe	prajāpatīnāṃ sa patiś cakḷpe kān prajāpatīn
3_purana/bhagp/bhp_04u.txt	2007	tatropasaṅkḷptair	tatra tatropasaṅkḷptair lasan makara toraṇaiḥ
3_purana/bhagp/bhp_04u.txt	3721	mayopakḷptākhila	mayopakḷptākhila loka saṃyuto vidhatsva vīrākhila loka rakṣaṇam
3_purana/bhagp/bhp_04u.txt	4909	kḷpta	kḷpta harmya sthalīṃ dīptāṃ śriyā bhogavatīm iva
3_purana/bhagp/bhp_05u.txt	97	upakḷptāḥ	...a uttaro yathā saṅkhyaṃ dvi guṇa mānena bahiḥ samantata upakḷptāḥ
3_purana/bhagp/bhp_05u.txt	1163	upakḷptā	...vrata ratha caraṇa parikhātaiḥ saptabhiḥ sapta sindhava upakḷptā yata etasyāḥ sapta dvīpa viśeṣa vikalpas tvayā bhagavan ...
3_purana/bhagp/bhp_05u.txt	1183	upakḷptāḥ	...yojana vistāronnāhā meroś catur diśam avaṣṭambha giraya upakḷptāḥ
3_purana/bhagp/bhp_05u.txt	1213	upakḷptāḥ	...irayo meroḥ karṇikāyā iva kesara bhūtā mūla deśe parita upakḷptāḥ
3_purana/bhagp/bhp_05u.txt	1217	upakḷptāṃ	meror mūrdhani bhagavata ātma yoner madhyata upakḷptāṃ purīm ayuta yojana sāhasrīṃ sama caturasrāṃ śātakaumbhī...
3_purana/bhagp/bhp_05u.txt	1219	upakḷptāḥ	...ṣṭānāṃ yathā diśaṃ yathā rūpaṃ turīya mānena puro 'ṣṭāv upakḷptāḥ
3_purana/bhagp/bhp_05u.txt	1565	upakḷpto	...ahiḥ krauñcadvīpo dvi guṇaḥ sva mānena kṣīrodena parita upakḷpto vṛto yathā kuśadvīpo ghṛtodena yasmin krauñco nāma parva...
3_purana/bhagp/bhp_05u.txt	1747	vistāreṇopakḷptā	...sapta bhū vivarā ekaikaśo yojanāyutāntareṇāyāma vistāreṇopakḷptā atalaṃ vitalaṃ sutalaṃ talātalaṃ mahātalaṃ rasātalaṃ pāt...
3_purana/bhagp/bhp_06u.txt	1979	kḷptā	jātasya mṛtyurdhruva eva sarvataḥ pratikriyā yasya na ceha kḷptā
3_purana/bhagp/bhp_08u.txt	1449	grahamacīkḷpat	śirastvamaratāṃ nītamajo grahamacīkḷpat
3_purana/bhagp/bhp_10u.txt	5939	acīkḷpann	svair uttarīyaiḥ kuca kuṅkumāṅkitair acīkḷpann āsanam ātma bandhave
3_purana/bhagp/bhp_10u.txt	10427	kḷptaḥ	ātmany avidyayā kḷptaḥ saṃsārayati dehinam
3_purana/bhagp/bhp_10u.txt	10477	upakḷpta	babhau prati dvāry upakḷpta maṅgalair
3_purana/bhagp/bhp_10u.txt	14703	sṛjopakḷptāḥ	nānā vibhānti kila viśva sṛjopakḷptāḥ
3_purana/bhagp/bhp_10u.txt	14717	kḷptāyāṃ	sabhāyāṃ maya kḷptāyāṃ kvāpi dharma suto 'dhirāṭ
3_purana/bhagp/bhp_11u.txt	3475	asaṅkḷptāṃs	saptāgārān asaṅkḷptāṃs tuṣyel labdhena tāvatā
3_purana/brndp2_u.txt	1373	āsanānyupakḷptāni	āsanānyupakḷptāni sauvarṇāni tu pañca vai ||
3_purana/brndp2_u.txt	1379	kḷpta	kḷpta tatrāsanaṃ caikaṃ hoturarthe hiraṇyam |
3_purana/brndp3_u.txt	3653	kḷptāni	kva vā kṣetrāṇi kḷptāni brāhmaṇāyatanāni ca ||
3_purana/brndp3_u.txt	3807	strīṇāmardhārdhakḷptiḥ	strīṇāmardhārdhakḷptiḥ syātkārayedvā dvijairapi |
3_purana/brndp3_u.txt	4033	tailakḷptaṃ	svatantraṃ tailakḷptaṃ tu hyuktārthaṃ pāpamādiśet |
3_purana/brndp3_u.txt	4041	dvijātmadāsīkḷptaṃ	dvijātmadāsīkḷptaṃ ca tayā dṛṣṭe tadardhake |
3_purana/brndp3_u.txt	4715	samyakkḷptālakacchaṭā	ardhendutulitāphāle samyakkḷptālakacchaṭā ||
3_purana/brndp3_u.txt	11221	kḷptaṃ	yo bhaṇḍadānavavadhaṃ lalitāṃbayemaṃ kḷptaṃ sakṛtpaṭhati tasya tapodhanendra |
3_purana/brndp3_u.txt	11369	kḷptatayā	sthāṇvāśrame kḷptatayā viraktaḥ satīviyogena virastabhogaḥ ||
3_purana/brndp3_u.txt	11779	kṣetrāṇyaṃbāśrīpurakḷptaye	ātdṛtya ṣoḍaśa kṣetrāṇyaṃbāśrīpurakḷptaye |
3_purana/brndp3_u.txt	11785	kḷptāni	yeṣu kṣetreṣu kḷptāni ghnantyā devyā mahāsurān |
3_purana/brndp3_u.txt	11997	gopuradvārakḷptaṃ	gopuradvārakḷptaṃ ca dvāre dvāre ca saṃmitiḥ |
3_purana/brndp3_u.txt	12459	pūrvavaddvārakḷptayaḥ	puṣparāgādiśālānāṃ pūrvavaddvārakḷptayaḥ |
3_purana/brndp3_u.txt	13631	maṇikḷptāḥ	tasmiṃstanīyasīrnauṅkā maṇikḷptāḥ samāsthitāḥ |
3_purana/brndp3_u.txt	13807	maṇikḷptā	itthaṃ śrīraśmimālāyā maṇikḷptā gahāgṛhāḥ |
3_purana/brndp3_u.txt	14365	kḷptaḥ	śucinā mṛdunā kḷptaḥ padmarāgamaṇitviṣā ||
3_purana/brndp3_u.txt	14421	samyakkḷptālakacchaṭā	ardhendulalite bhāle samyakkḷptālakacchaṭā |
3_purana/brndp3_u.txt	14429	kḷptacārukirīṭikā	cintāmaṇīnāṃ sāreṇa kḷptacārukirīṭikā |
3_purana/brndp3_u.txt	14503	kḷptaṃ	divyaśilpijanaiḥ kḷptaṃ ṣoḍaśakṣetraveśanam |
3_purana/brndp3_u.txt	15243	taptahāṭakasaṃkḷptaratnagrībopaśobhitaḥ	taptahāṭakasaṃkḷptaratnagrībopaśobhitaḥ ||
3_purana/brndp3_u.txt	17152	ḷkārikā	ūrdhvakeśī ṛdviduṣī ḷkārikā tathaiva ca |
3_purana/garup1_u.txt	26884	ḷḍ	liṅatīte parokṣe syālliḍ bhūte ḷḍ bhaviṣyati |
3_purana/garup1_u.txt	26888	dātorḷṅ	dātorḷṅ kriyātipattau liṅarthe leṭ prakīrtitaḥ |
3_purana/garup1_u.txt	26904	ḷkāro	ḷkāro viśrutā sevaṃ lāṅgalīṣā manīpayā |
3_purana/garup2_u.txt	1835	darbhakḷptāstu	darbhakḷptāstu catvāra ṛkṣamantrābhimantritāḥ ||
3_purana/kurmp1_u.txt	10215	nāmādiviśeṣakḷpti	na yatra nāmādiviśeṣakḷpti |
3_purana/lip_1_pu.txt	3103	ḷ	vāmaṃ kapolam ṝkāro ḷ ḹ nāsāpuṭe ubhe ||
3_purana/lip_1_pu.txt	9369	maṇikḷptaiḥ	toraṇair hemacitraistu maṇikḷptaiḥ pathi sthitaiḥ ||
3_purana/mtp176pu.txt	2851	āsaneṣūpakḷpteṣu	āsaneṣūpakḷpteṣu darbhavatsu vidhānavat ||
3_purana/mtp176pu.txt	23349	kḷpto	yādṛśo 'yaṃ rathaḥ kḷpto yuṣmābhirmama sattamāḥ |
3_purana/mtp176pu.txt	27759	kḷptaṃ	rathaṃ mātalinā kḷptaṃ devarājasya durjayam |
3_purana/nardp1_u.txt	19359	ḷṭū	syādanadyatane ḷṭū ca bhaviṣyati tu dhātutaḥ ||
3_purana/nardp1_u.txt	19361	ḷṅ	bhūte luṅ tipasyapau ca kriyāyāṃ ḷṅ prakīrtitaḥ |
3_purana/nardp1_u.txt	27951	dayākḷptavigrahāya	statantrāya dayākḷptavigrahāya śivātmane ||
3_purana/nardp1_u.txt	38623	phaṇīndranikaraiḥkḷptāṅga	taptasvarṇanibhaṃ phaṇīndranikaraiḥkḷptāṅga bhūṣaṃprabhuṃ startṛāṇāṃ śamayantamugramakhilaṃ nṝṇāṃ...
3_purana/nardp1_u.txt	39983	kḷptāyāṃ	mūlamantreṇa kḷptāyāṃ mūrtauṃ devīṃ prapūjayet ||
3_purana/nardp1_u.txt	41303	kḷptāyāṃ	ṣoḍaśārṇastato mūrtauṃ kḷptāyāṃ mūlamantrataḥ |
3_purana/nardp1_u.txt	41889	bḷṃ	klīṃvaśīkaraṇīṃ vaktre guhye bḷṃ bījapūrvikām ||
3_purana/nardp1_u.txt	42109	yadukḷptiriyaṃ	yadukḷptiriyaṃ proktā mantravarṇairyathākramam ||
3_purana/nardp1_u.txt	43419	dayākḷptavigrahāya	svatantrāya dayākḷptavigrahāya śivātmane ||
3_purana/nardp1_u.txt	45627	susaṃkḷptaratnasiṃhāsane	tasya mūle susaṃkḷptaratnasiṃhāsane śubhe ||
3_purana/nardp1_u.txt	50593	kḷpte	sudeśe maṇḍape kḷpte maṇḍalaṃ racayetsudhīḥ |
3_purana/nardp1_u.txt	51141	kḷpte	maṇḍale 'ṣṭadale kḷpte goviḍliptadharātale |
3_purana/nardp1_u.txt	51837	kḷpte	siṃhāsane nave kḷpte tiṣṭhetsamyagalaṅkṛtaḥ ||
3_purana/sivap1_u.txt	439	satkḷptamatraiva	amatsarāṃtarbudhavedyavastu satkḷptamatraiva trivargayuktam ||
3_purana/sivap7_u.txt	7509	kḷptaṃ	madhye munisabhāyāstu bheje kḷptaṃ varāsanam ||
3_purana/sivap7_u.txt	11991	ḷṃ	ṛṃ ḥṃ kapolayoścaiva ḷṃ ḹṃ nāsāpuṭadvaye ||
3_purana/skp031pu.txt	2507	surabhikusumareṇukḷptasarvāṅgaśobhā	surabhikusumareṇukḷptasarvāṅgaśobhā giriduhitṛvivāhe prāvṛḍāgādvibhūtyai ||
3_purana/skprevku.txt	16021	kḷptaṃ	śrīmatsiṃhāsanaṃ vāpi kḷptaṃ haimaṃ suśobhanam ||
4_rellit/buddh/avsata_u.txt	503	kḷpte	...ale cānekeṣu devatāsahasreṣu saṃnipatiteṣu gomayamaṇḍalake kḷpte sarvagandhamālyeṣūpahṛteṣu pūrvataraṃ tīrthikopāsakena s...
4_rellit/buddh/bhivin_u.txt	2097	ḷṃ	yā puna bhikṣuṇī kulamātsaryaṃ kuryāt pācattikaṃ | ḷṃ || uddānaṃ |
