source,source_path,relative_path,canonical_path,canonical_script,document_id,layer,split,char_count,line_count,segment_count,has_accent,has_unknown_chars,source_hash,canonical_hash,byte_count,freeze_id,freeze_input_path
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_07_u.htm,1_veda/2_bra/satapath/sb_07_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_07_u.txt,iast,doc_87077a8774b362e320b90eae,veda,train,94599,2833,1417,false,false,7160e2412d76378f10949f821bfc3a038c9fd8f0d2ea14211609c349d2039d0e,76ed8b2fd2f2f1ec0d7a8557153b71170a1263e35c19ee5d3d4717d5233c946a,112597,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/2_bra/satapath/sb_07_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_08_u.htm,1_veda/2_bra/satapath/sb_08_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_08_u.txt,iast,doc_daa75449163bd902e9db0f06,veda,train,107276,3183,1592,false,false,61b5986d871022e4748b272d71e62f475ff39bde4bf744963779768550d2b673,58495bfe0d11a6b75045beaa424d83dbd0e8f63c9302c415b8e4174eefaf7562,128432,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/2_bra/satapath/sb_08_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_09_u.htm,1_veda/2_bra/satapath/sb_09_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_09_u.txt,iast,doc_cbea56af007c43a96b392ce4,veda,train,90541,2699,1350,false,false,cd846380bd731d439cee6a8658cb9b99dce885bf33a05b75f2c88714f51b4082,8676a4907d13de19973a34fe9d4283d03cc1bf6f4a6da431d78bc3adad22bd1f,107326,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/2_bra/satapath/sb_09_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_10_u.htm,1_veda/2_bra/satapath/sb_10_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_10_u.txt,iast,doc_7bc976bb4e72d3069671d417,veda,train,85575,2581,1291,false,false,c829d1806ba8bde4f1cd9f90edda757dd7235dcb052c05747817f85e98531b8a,4455af8c6424dfb56df0ae5f92e9e773aeae22359e1e4ffe36fa388d13719aa5,102857,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/2_bra/satapath/sb_10_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_11_u.htm,1_veda/2_bra/satapath/sb_11_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_11_u.txt,iast,doc_676d2903ac9451a5f1634600,veda,test,91518,2813,1407,false,false,684721a785e01b2082ec8918551cf8abcead94b5202effcada1a7f737507e208,e80fda09c1a3dc5387e1257b2aad918f8ad9f262f571a843be1cda074f3fde9d,109561,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/2_bra/satapath/sb_11_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_13_u.htm,1_veda/2_bra/satapath/sb_13_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_13_u.txt,iast,doc_69e63c2bce748c85f66d70dd,veda,dev,88989,2717,1359,false,false,a613d12fff3a2bbab65fe8705daf81d7f784167fee50dec83e03a7639259ff2b,f444a0f1d5c4ad633e04532851ff6f28012b2273b81ac54bff39cb7e7b8ae183,106284,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/2_bra/satapath/sb_13_u.txt
gretil,data/raw/gretil/1_veda/2_bra/satapath/sb_14_u.htm,1_veda/2_bra/satapath/sb_14_u.htm,data/canonical/gretil_iast/1_veda/2_bra/satapath/sb_14_u.txt,iast,doc_f95bd5988b13b6ffeb08b0b9,veda,train,155860,4877,2439,false,false,4d3d186da192c291ce59f15ac96dad7f0f25595094581b268d1b09d6544ee8ef,eb023adb00545d45c02168e0fa3a5bbc56ad9e28eaf6a4b07103fd236682ee01,185548,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/2_bra/satapath/sb_14_u.txt
gretil,data/raw/gretil/1_veda/3_ara/sankharu.htm,1_veda/3_ara/sankharu.htm,data/canonical/gretil_iast/1_veda/3_ara/sankharu.txt,iast,doc_625f9e58a1b0a51d2b4cfafa,veda,test,84213,350,187,false,false,c5471fa5e742ebe0acef12b3935a35bdfe8c0dab07decdcdddc186834111bc30,3242fe23dade298fa771bceb5672a9a0f06a1ec038c3a64ca4645f1eb8580170,101458,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/3_ara/sankharu.txt
gretil,data/raw/gretil/1_veda/4_upa/aitup__u.htm,1_veda/4_upa/aitup__u.htm,data/canonical/gretil_iast/1_veda/4_upa/aitup__u.txt,iast,doc_08e8b4434a3844cd538cebfd,veda,train,5714,285,143,false,false,03a6f8a29fb6726b71fa0d4a53fbcb9f73b9bf70661da18653e72fa7e5c0fe3b,f13df975f12bff3a12eaa3930416492fdccc7de0d40a9786ab3eb21bb4f14925,6806,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/4_upa/aitup__u.txt
gretil,data/raw/gretil/1_veda/4_upa/brup___u.htm,1_veda/4_upa/brup___u.htm,data/canonical/gretil_iast/1_veda/4_upa/brup___u.txt,iast,doc_aff2a47d3d1504d4fc469b5b,veda,train,123429,5435,2718,false,false,0b860c0fdf3b73b7b479dc42a60c829630c95f2ad4cf0e17891929f3050965fa,7b2c09575b45cbf77f9d9ebc41644ef9584253d927cea93a95b38278d22906d2,146455,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/4_upa/brup___u.txt
gretil,data/raw/gretil/1_veda/4_upa/chup___u.htm,1_veda/4_upa/chup___u.htm,data/canonical/gretil_iast/1_veda/4_upa/chup___u.txt,iast,doc_6d6356467963bad5aee63474,veda,train,105547,5017,2509,false,false,dfa72268d05eb2908694a51750ba35281a5858be2d3a51a8e0d94ad35a51c9c3,359c2d6376c5c24df79bde22d6b23700abcc1c836eadaf8fbc5f07fa3d3757b9,124450,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/4_upa/chup___u.txt
gretil,data/raw/gretil/1_veda/4_upa/isup___u.htm,1_veda/4_upa/isup___u.htm,data/canonical/gretil_iast/1_veda/4_upa/isup___u.txt,iast,doc_6c0e9679ea15188a4f47a6ae,veda,train,1915,71,36,false,false,ef05c51ad4b072b60eb290b5267d8fd752ce28002354303cdbd8702f4fb735be,c89d4066216fbc9b159e2f6fc60e56b3b097103203f498002b687cfd10ca7739,2258,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/4_upa/isup___u.txt
gretil,data/raw/gretil/1_veda/4_upa/kathop_u.htm,1_veda/4_upa/kathop_u.htm,data/canonical/gretil_iast/1_veda/4_upa/kathop_u.txt,iast,doc_3d42ac070083f600ffa83947,veda,train,14394,529,265,false,false,e62789ce5dc2c715f838f24f41c2d3fc210e88a850b7daf9703c394a752225b8,65889f708701d9fa05c4915204b307c43a2c5fd66af6f29fcc275ebecc884d3f,17066,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/4_upa/kathop_u.txt
gretil,data/raw/gretil/1_veda/4_upa/mandup_u.htm,1_veda/4_upa/mandup_u.htm,data/canonical/gretil_iast/1_veda/4_upa/mandup_u.txt,iast,doc_fcf33fe0ebce1ac351699802,veda,train,1572,47,24,false,false,580712ede2c660ecbbded0e3626a8bdb6a5d7124978f3978c2dfbaf0404f22e5,25d0fbc71b062246c119f7ed99de3cae5b6eb1fa3c65193d4667e94e682d0b64,1893,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/4_upa/mandup_u.txt
gretil,data/raw/gretil/1_veda/4_upa/prasup_u.htm,1_veda/4_upa/prasup_u.htm,data/canonical/gretil_iast/1_veda/4_upa/prasup_u.txt,iast,doc_915fde442033b992b4f5278f,veda,train,10982,505,253,false,false,6f3c92ab77c14ce44276bba77e8876e5e00efe50a68d96a3064719bd7d004007,5eeb79a9938a34aa36c79d2bbb1ee3cd43b20668793f15b091b89fcf44c10030,13162,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/4_upa/prasup_u.txt
gretil,data/raw/gretil/1_veda/4_upa/svetu_pu.htm,1_veda/4_upa/svetu_pu.htm,data/canonical/gretil_iast/1_veda/4_upa/svetu_pu.txt,iast,doc_84fc969e0aafcb5aa1599fe9,veda,dev,14174,465,233,false,false,93df2e3cbf8ea9ccbdf6a4c19360cdd9c97d68fb7937e6730ff4775bfa989c20,dca6f9592ffe9c5e7179a405faba0c3b248603ea7f7584696260e457b16f7978,17181,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/4_upa/svetu_pu.txt
gretil,data/raw/gretil/1_veda/5_vedang/1_srauta/apsulb_u.htm,1_veda/5_vedang/1_srauta/apsulb_u.htm,data/canonical/gretil_iast/1_veda/5_vedang/1_srauta/apsulb_u.txt,iast,doc_71b0f593e6b690626c28e5e1,veda,dev,21465,601,301,false,false,de58197e1718d835ff508ac9c6cd48b2adc513b9dafcb28c1bd6b87fa62f0cc1,12b5568f5cc977c2d421db31a8ebfc54f741c250562ff06887fd0a5a37b97ae7,26418,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/1_srauta/apsulb_u.txt
gretil,data/raw/gretil/1_veda/5_vedang/1_srauta/asvss_u.htm,1_veda/5_vedang/1_srauta/asvss_u.htm,data/canonical/gretil_iast/1_veda/5_vedang/1_srauta/asvss_u.txt,iast,doc_a8680e916f881c7ce6ae0245,veda,train,220118,5993,2997,false,false,5b52be0209b76da2bbfdb233aa5a79f3cc9aa1f55318954654c7dbfc036b8c6f,49b075db90833ce4b84c65f725222c4378be657296b085e66abeeb1f57c4c6ae,258575,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/1_srauta/asvss_u.txt
gretil,data/raw/gretil/1_veda/5_vedang/1_srauta/sankhssu.htm,1_veda/5_vedang/1_srauta/sankhssu.htm,data/canonical/gretil_iast/1_veda/5_vedang/1_srauta/sankhssu.txt,iast,doc_7e442b07676cd43d807816e2,veda,train,303736,10739,5370,false,false,be9b393cdd5027f409c463649e99ba49b35699eb1fe2fdd2f65b3473bd254a3b,d15ca711d9d51e51d61c6473a95a5bcfe9d8fe9d3a1dfc9afb3e48de3cfde08d,355214,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/1_srauta/sankhssu.txt
gretil,data/raw/gretil/1_veda/5_vedang/1_srauta/vaitss_u.htm,1_veda/5_vedang/1_srauta/vaitss_u.htm,data/canonical/gretil_iast/1_veda/5_vedang/1_srauta/vaitss_u.txt,iast,doc_bfb5636b2c7a195ded289fbf,veda,train,70793,1931,966,false,false,4fd6fb364cfe718b74cdf9555c319b33a6add8d00e1b3dac2dabe9f864f47006,f988a3fae41fa217dc419f7acb95a9dd5ccd68d81cb2a629e66f20715d2cee88,84832,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/1_srauta/vaitss_u.txt
gretil,data/raw/gretil/1_veda/5_vedang/2_grhya/asvgs_u.htm,1_veda/5_vedang/2_grhya/asvgs_u.htm,data/canonical/gretil_iast/1_veda/5_vedang/2_grhya/asvgs_u.txt,iast,doc_cf1f24e5ecb7062024cb5f57,veda,train,52173,1521,761,false,false,3d0649882586e53f3b0f09aac6be33879aa5b5e8607a7deda2a5263ae39a70a3,50f2f03ea2bd21e72590354c4c2c23220e2009bd56023e9422bc9a19db979e39,61109,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/asvgs_u.txt
gretil,data/raw/gretil/1_veda/5_vedang/2_grhya/jaimigsu.htm,1_veda/5_vedang/2_grhya/jaimigsu.htm,data/canonical/gretil_iast/1_veda/5_vedang/2_grhya/jaimigsu.txt,iast,doc_4f0c0bfb63fce61da1c811af,veda,train,47226,365,183,false,false,47183c56eb57f483a99de78dd518cad97a6b5fdd698882fe21f509ff0c83f032,62fafe36f02d40fc3254268b1f79ed7fd30293bb0951fd01367a094b1f73f559,58193,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/jaimigsu.txt
gretil,data/raw/gretil/1_veda/5_vedang/2_grhya/kaussu_u.htm,1_veda/5_vedang/2_grhya/kaussu_u.htm,data/canonical/gretil_iast/1_veda/5_vedang/2_grhya/kaussu_u.txt,iast,doc_f01dab61c13bd30917779bcb,veda,dev,163855,6103,3052,false,false,38643e6e27469b990553014bed36de9a187bb48fac3133add19e79a5afa29ba7,e20e7d54e7fd4cb3f83e937687da2fd41bd73d1747e8b2a2a715972164f68e13,198779,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/kaussu_u.txt
gretil,data/raw/gretil/1_veda/5_vedang/2_grhya/kauthgsu.htm,1_veda/5_vedang/2_grhya/kauthgsu.htm,data/canonical/gretil_iast/1_veda/5_vedang/2_grhya/kauthgsu.txt,iast,doc_b898f028bdd3ec7db64ed0ee,veda,train,25479,103,52,false,false,5e6364fbaa0e03e7c356bafc70668edde1fef1de6efcdd4ac1755ef60ff985c0,c0630b759e976595e9e63e759e85fdf99de01d5cf3d36ca426600adc74136482,31722,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/kauthgsu.txt
gretil,data/raw/gretil/1_veda/5_vedang/2_grhya/manavgsu.htm,1_veda/5_vedang/2_grhya/manavgsu.htm,data/canonical/gretil_iast/1_veda/5_vedang/2_grhya/manavgsu.txt,iast,doc_60c6fe0d7d68857bd3b89483,veda,train,59415,2099,1050,false,false,0a627b4cedfeff218237f462b8dd20dc24759fa51cc562626106ef0eed3b3e84,7863702661ddb3d0bf7b79347dc98e60283a15a76c47b5cd2b1ab3c9ec2e2ba6,72778,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/manavgsu.txt
gretil,data/raw/gretil/1_veda/5_vedang/2_grhya/sankhgsu.htm,1_veda/5_vedang/2_grhya/sankhgsu.htm,data/canonical/gretil_iast/1_veda/5_vedang/2_grhya/sankhgsu.txt,iast,doc_24a82ea866b35a4e17bc6a9e,veda,train,63581,2397,1199,false,false,85e052344ab31703c7e477961e79b21aeed2dadadf033bcf16ebda5e518b6e29,2e7b593b9e0e5bcd0a82aba5d5847a8e68c62a88553ff11e97aab0730733f39c,74620,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/sankhgsu.txt
gretil,data/raw/gretil/1_veda/5_vedang/2_grhya/vargs_u.htm,1_veda/5_vedang/2_grhya/vargs_u.htm,data/canonical/gretil_iast/1_veda/5_vedang/2_grhya/vargs_u.txt,iast,doc_c4ff1b6c04ac26bd1bded530,veda,train,35091,1421,711,false,false,04c76f12b159181b840386bfea7ee3e24bd9a949581cba5cde032c26778fa70d,04878a4540947b834d08fdcdc85f09d2e965ecb4fc8ec276fe380a111daf5eee,42522,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_grhya/vargs_u.txt
gretil,data/raw/gretil/1_veda/5_vedang/2_paris/avpari_u.htm,1_veda/5_vedang/2_paris/avpari_u.htm,data/canonical/gretil_iast/1_veda/5_vedang/2_paris/avpari_u.txt,iast,doc_8ed77aa5659361b5f2cbfc33,veda,train,348302,7589,3795,false,false,294e070de650f3c67e7251ebacd7b675e7278756402040c3d61b0ed5f968db8c,78d96955cf6dc5342ff83d3fb0a76c062da5f8caf45352afb549c7c972847535,425222,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_paris/avpari_u.txt
gretil,data/raw/gretil/1_veda/5_vedang/2_paris/avpray_u.htm,1_veda/5_vedang/2_paris/avpray_u.htm,data/canonical/gretil_iast/1_veda/5_vedang/2_paris/avpray_u.txt,iast,doc_8168de6699e2060c7ba80975,veda,train,57385,1683,842,false,false,535f469780bf6ffac108f48b70ea80f8fde022f3664594ec4cb66951a07f75c4,51d8ba5178d0fba8293dccefc506a88fe787ad2617dc913e338d21b8709e42be,68946,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/2_paris/avpray_u.txt
gretil,data/raw/gretil/1_veda/5_vedang/3_pratis/rgvidh_u.htm,1_veda/5_vedang/3_pratis/rgvidh_u.htm,data/canonical/gretil_iast/1_veda/5_vedang/3_pratis/rgvidh_u.txt,iast,doc_664fb44db75ad210690ee8f3,veda,train,95777,2995,1498,false,false,0f7d35ffdef8f3674ceddc19a6b46ce81ecf04be1b14a2abfdb9881472814466,f8fec2f580cedf759814ac3c7e2fee40e1643f61ae51040766ba1fd751fd1331,107827,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,1_veda/5_vedang/3_pratis/rgvidh_u.txt
gretil,data/raw/gretil/2_epic/mbh/mbh_01_u.htm,2_epic/mbh/mbh_01_u.htm,data/canonical/gretil_iast/2_epic/mbh/mbh_01_u.txt,iast,doc_e35bda467d43175e02e281a2,epic,train,1195094,52585,26293,false,false,63499609df72759d1578b3ecc5fdf775cdf2f252746c10eb4c29b23bb17eab05,6f6efe727744daabc20ce809610b88a38d4a53ce0a5481688976db7a1a298113,1467002,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_01_u.txt
gretil,data/raw/gretil/2_epic/mbh/mbh_02_u.htm,2_epic/mbh/mbh_02_u.htm,data/canonical/gretil_iast/2_epic/mbh/mbh_02_u.txt,iast,doc_3a2f5f54964561bbb0f19598,epic,train,478677,21019,10510,false,false,eee4c534ac8bd11acbb2c018b0ca0a66153e515a446384a19c0c75c05c9655e9,8ce1d03a0c6c1182a12dbc33131b9d77a34a73c98e68d8eae480be1d7aa17fc8,590108,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_02_u.txt
gretil,data/raw/gretil/2_epic/mbh/mbh_03_u.htm,2_epic/mbh/mbh_03_u.htm,data/canonical/gretil_iast/2_epic/mbh/mbh_03_u.txt,iast,doc_ef97b887b825359c51c08559,epic,train,1250869,54413,27207,false,false,2863f2e04921535238e61417b85c1b275035f94d2ae203aaf62d679998344cd2,3bb224727af921a3d0e5effa7b45a4c6b83698825d58c4943bf8e0ff08bf52e4,1528809,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_03_u.txt
gretil,data/raw/gretil/2_epic/mbh/mbh_04_u.htm,2_epic/mbh/mbh_04_u.htm,data/canonical/gretil_iast/2_epic/mbh/mbh_04_u.txt,iast,doc_df9e2cf7067e4f96bc1c0174,epic,train,451126,20519,10260,false,false,478e92ffa40d083134246d447647003d06b766b1138a668019f3f52461cbf443,b912f2b7676c93c92391fc458e85db16b9976fdcaa253a93f1ff541b4b11d83b,556091,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_04_u.txt
gretil,data/raw/gretil/2_epic/mbh/mbh_05_u.htm,2_epic/mbh/mbh_05_u.htm,data/canonical/gretil_iast/2_epic/mbh/mbh_05_u.txt,iast,doc_e0c6767dbd2cac121374ff7b,epic,train,701711,29765,14883,false,false,691471e6a1d76bc02b3134273b22ed545ad667fa7274ce0100971ac2d4750bc4,5305b06e43160b197a9ae157a5cf6f0bffd4c09d066a40774f28daad80e7e41b,859274,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_05_u.txt
gretil,data/raw/gretil/2_epic/mbh/mbh_06_u.htm,2_epic/mbh/mbh_06_u.htm,data/canonical/gretil_iast/2_epic/mbh/mbh_06_u.txt,iast,doc_6a83b225d05cae4af3828d23,epic,train,612406,26347,13174,false,false,0fe89190fc4819d8fe439a7cb0fcb489d4bf4dd831053ef398690745034c56d4,7402fda9ec97f8e37e984f06ae768a19bb807801f2a1a0cbbdc8c64b3f58115b,752638,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_06_u.txt
gretil,data/raw/gretil/2_epic/mbh/mbh_07_u.htm,2_epic/mbh/mbh_07_u.htm,data/canonical/gretil_iast/2_epic/mbh/mbh_07_u.txt,iast,doc_f3d25ac6a5d37b037306c63f,epic,train,1041852,44801,22401,false,false,73f0f42202a9b77e4cfe0b53b554e21dd786a6cee9c82264920e76c8cf75de29,fae85008bdb1fa638d3eec3880b4cfd13377acb0b8779e896500e8b53c226183,1280727,9c515ca46ad8f9fca7e879c0a1617207bf5ccf3df21930aaa0995227c3942c40,2_epic/mbh/mbh_07_u.txt
